adj	nn	attribute	semclass	status	context
grob	Verfehlung	intensity	event	collocation	Der Pressesprecher des Präsidenten Jelzin begründete dies mit " groben Verfehlungen " in Trofimows Arbeit .
scharf	Verfolger	intensity	person	collocation	Mit sechs Siegen und elf Punkten Vorsprung auf seinen schärfsten Verfolger Sébastien Buemi gewann Grosjean als erster Franzose den Meistertitel dieser Serie .
wild	Verfolgungsjagd	manner	event	collocation	Es kommt zum Kampf zwischen den beiden Schiffen , bei dem in wilden Verfolgungsjagden und actionreichen Gefechten auch die Erde in Mitleidenschaft gezogen wird .
dunkel	Vergangenheit	emotion	time	collocation	2010 bis 2011 wurden die Fassaden saniert und es entstand eine unterschiedliche Farbgebung der Gebäude , die den Forumscharakter und damit die dunkle Vergangenheit des Denkmals aufbrechen soll .
teuer	Vergnügen	cost	feeling	free	Wein außerhalb zu trinken ist ein besonders teures Vergnügen und schlägt die ohnehin mehr als verdoppelten Preise der Supermärkte noch einmal um Längen .
arm	Verhältnis	social	event	free	Da sie selber in armen Verhältnissen aufgewachsen sind , können sie den  harten  Rap authentisch präsentieren .
zäh	Verhandeln	description	event	collocation	Der Gang nach Canossa endete nach zähen Verhandeln mit der Aufhebung des Banns ; Gregor behandelte Heinrich in der Folge als König .
hart	Verhandlung	description	communication	collocation	Nach harten Verhandlungen einigten sich beide Unternehmen am 19. Januar 2010 schließlich auf eine Übernahme Cadburys für 11,9 Mrd. Pfund Sterling ( 13,9 Mrd. Euro ) .
zäh	Verhandlung	description	communication	collocation	Im Januar 882 zahlte Köln nach zähen Verhandlungen ein hohes Danegeld in Silber an die Normannen .
zäh	Verhandlungspartner	charakter	person	collocation	Zahlreiche Einwohner nutzten diese Gelegenheit , so günstige Konditionen wie nur möglich für sich herauszuschlagen und erwiesen sich häufig als zähe Verhandlungspartner .
zäh	Verhandlungsrunde	description	event	collocation	Tatsächlich versuchte Caterina mehrfach durch oft zähe Verhandlungsrunden mit dem militarisierten französischen Adel das Ausmaß der französischen Bürgerkriege zu begrenzen .
frei	Verkauf	social	possession	collocation	Die Karten gelangten nie in den freien Verkauf , sondern wurden wohl unter der Hand vergeben .
spät	Verkauf	time	possession	collocation	Durch Verpfändung ( 1379 ) und späteren Verkauf ( 1381 und 1385 ) erwarb das Herzogtum Bayern Sandbach , das zunächst der Herrschaft Dießenstein unterstand .
windig	Verkäufer	certainty	person	collocation	Im Grunde ist das doch , wie mit dem windigen Verkäufer , der monatelang durch eine Nachbarschaft läuft und jedem Bewohner erzählt , dass das Trinkwasser gefährliche Stoffe enthalte .
frei	Verkehr	social	possession	collocation	der Südafrikanischen Zollunion bemühen sich Namibia und die Länder des Südlichen Afrika , langfristig Grenzen und andere Hindernissen für den freien Verkehr weiter abzubauen .
sicher	Verkehrsmittel	security	artifact	collocation	Die Eisenbahn ist im Vergleich zum Straßenverkehr ein relativ sicheres Verkehrsmittel , doch wie in jedem technischen System lassen sich Unfälle auch hier nicht ausschließen .
stürmisch	Verlangen	emotion	communication	collocation	Auf das stürmische Verlangen einer am 10. Januar 1831 zu Münsingen abgehaltenen Volksversammlung berief der Große Rat einen Verfassungsrat , der nach der Volkszahl von Wahlmännern gewählt wurde .
mild	Verlauf	intensity	event	collocation	Darüber hinaus kommen milde Verläufe ohne typische Symptome vor , bei denen trotzdem der Erreger nachweisbar ist .
spät	Verlauf	time	event	collocation	Hochwasser können im Frühling während der Schneeschmelze im Jura sowie im späteren Verlauf des Jahres bei starken Gewittern oder langanhaltenden Niederschlägen auftreten .
steil	Verlauf	dimension	event	collocation	Dabei zeigt die hochfrequente Flanke einen sehr steilen Verlauf ( oft höher als die Basis des Spektrums ) .
stürmisch	Verlauf	description	event	collocation	Ich möchte auch der Berichterstatterin nach dem zuweilen stürmischen Verlauf der Annahme ihres Berichts gratulieren , und nachdem sie heute Abend fast in einen kleinen Hinterhalt geraten wäre .
zäh	Verlauf	description	event	collocation	Maximilien de Robespierre kritisierte den zähen Verlauf des Verfahrens , " den Geist der Schikane und den Geschmack an Formalitäten , der sich des Tribunals bemächtigt habe . "
grob	Verletzung	intensity	event	collocation	Diese Hürde wurde notwendig , um Spam oder grobe Verletzungen der Regeln wissenschaftlichen Publizierens zu vermeiden .
leicht	Verletzung	intensity	body	collocation	Neun Passagiere verloren ihr Leben , zehn Personen erlitten schwerste , 42 Personen schwere und 44 Personen leichte Verletzungen .
dunkel	Verlies	brightness	artifact	free	Bewacht von Vampiren , angekettet in einem dunklen Verlies , läuft ihr die Zeit davon .
süß	Verlockung	epithet	event	collocation	Stattdessen erlagen sie der süßen Verlockung niedriger Zinsen im Euro-Raum , verloren Wettbewerbsfähigkeit und häuften Schulden über Schulden . "
bitter	Verlust	intensity	event	collocation	Nur wenige Jahre später muss Idgie einen bitteren Verlust hinnehmen , als Ruth 1939 an Krebs stirbt .
leicht	Verlust	intensity	possession	collocation	Die nur leichten Verluste ( 0,89 % ) führten zu einer Einbuße von acht Abgeordnetenmandaten .
stark	Verlust	intensity	possession	collocation	In den 1970er Jahren musste er durch die Ölkrise und die Flaute auf dem Tankermarkt starke Verluste hinnehmen , die ihn zum Verkauf von diversen Schiffen und Docks nötigten .
windig	Vermittler	certainty	person	collocation	Ein zweites Angebot des windigen Vermittlers lehnt sie ab , anders als das eines Mitarbeiters einer Private-Equity-Firma .
offen	Vermögensfrage	completeness	communication	collocation	Später landete es im Berliner Kunstdepot des Bundesamt für zentrale Dienste und offene Vermögensfragen .
grob	Vernachlässigung	intensity	event	collocation	Dabei ist N die Zahl der Teilchen im System und formula_2 die Wechselwirkungsenergie zwischen zwei Teilchen i und j unter grober Vernachlässigung der Mehrkörperterme .
frech	Vers	description	communication	collocation	Einmal soll er bei einem Gesellschaftsspiel , bei dem man reihum einen Stegreifreim zu produzieren hatte , auf die frechen Verse seines Vormanns : " Reime weiter / Bärenhäuter " geantwortet haben : " Für dich hat meine Muse keine Flügel / Du Schweinigel ! "
leicht	Verschiebung	intensity	event	collocation	Durch eine leichte Verschiebung der Brücke stromabwärts konnten die Obelisken an den Eingängen der Brücke in die Rekonstruktion mit einbezogen werden .
hölzern	Verschlag	material	artifact	free	In einem bronzezeitlichen Haus wurde ein mit vielen Fächern versehener hölzerner Verschlag gefunden , der als Getreidespeicher diente .
grob	Verschulden	intensity	attribute	collocation	Am 22. April 1774 wurde er wegen grober Verschulden im Amt von der Reichskammergerichts-Visitation entlassen .
wild	Verschwörungstheorie	intensity	cognition	collocation	Aber einfach nur ein bisschen rumposaunen , wilde Verschwörungstheorien auspacken , das geht besser ... Manchmal schäme ich mich , eine Frau zu sein .
dumm	Versehen	evaluation	cognition	collocation	Absicht aber war die Meldung falscher Daten über mehr als 20 Monate hinweg aber selbstverständlich nicht , sondern ein dummes Versehen eines Lehrlings : Der falsche Eindruck eines stetig wachsenden Stellenangebots sei dadurch entstanden , dass mit der Erfassung des Stellenangebots im Internet unwissentlich viele Stellen doppelt gezählt worden seien .
alt	Version	time	relation	collocation	Die alte Version erhielt den Namen " Standard Edition " , die " Professional Edition " wird auch fast nur im professionellen Cricket verwendet .
spät	Version	time	relation	collocation	In den älteren Bearbeitungen nennen sich die Autoren in der Regel nicht und auch in späteren Versionen tauchen sie nur selten auf .
sicher	Versorgung	certainty	event	collocation	Vor allem sollten die materiellen Wünsche der Goten nach sicherer Versorgung durch den römischen Staat erfüllt werden .
leicht	Verspätung	intensity	time	collocation	Die Landung fand wetterbedingt mit leichter Verspätung im Juni 1944 und am Küstenstreifen zwischen der Halbinsel Cotentin und der Ornemündung statt .
windig	Versprechen	certainty	communication	collocation	Um kurz zusammenzufassen : Will Amerika sich daran machen , formgebend zu wirken ( und es ist hohe Zeit , von bloßen windigen Versprechen zu soliderer Leistung überzugehen ) , so muß es , um seine Zwecke zu erreichen , zunächst einmal aufhören , eine Auffassung von Charakter anzuerkennen , die aus den feudalen
scharf	Verstand	precision	cognition	collocation	Gepaart mit rheinischer Schlagfertigkeit , Eloquenz , scharfem Verstand und geradezu spitzbübischem Charme ergibt das eine höchst gefährliche Mischung .
blind	Verständnis	description	cognition	collocation	Eine wichtige Rolle bei der Arbeit der Musiker , denen neben großer Spiellaune und Virtuosität ein " nahezu blindes Verständnis untereinander " bescheinigt werden , spielen Improvisation und Spontaneität .
tief	Verständnis	intensity	cognition	collocation	Auch wenn Lionels Immunität Gegenstand kritischer Debatten bleibt , zeigt der Roman auf der anderen Seite ein tiefes Verständnis von Medizin .
sicher	Versteck	security	location	free	Doch aus einem Tag werden schließlich Wochen und Monate , die sie zwar im sicheren Versteck , doch in eigenartiger Beziehung , verbringt .
grob	Verstoß	intensity	event	collocation	Bei groben Verstößen wird jedoch nicht verwarnt , sondern direkt mit der Roten Karte ein Platzverweis verhängt .
spät	Versuch	time	event	collocation	Seine Arbeit , auf der alle späteren Versuche der Trockenlegung des Landes und auch die heutige Bewässerung aufbauen , ermöglichte erstmals Landwirtschaft im Gotteskoog .
süß	Versuchung	epithet	event	collocation	Auch Maigret befällt bald eine Art von " Porquerollitis " , die süße Versuchung zum Nichtstun , wenn ihn nicht die ständige Anwesenheit Pykes an die Pflicht seiner Ermittlung gemahnen würde . 
zäh	Verteidiger	constitution	person	collocation	Paul Breitner war zäher Verteidiger , der sich in die Offensive einschaltete und nach Gerd Müller die meisten Tore für die deutsche Mannschaft erzielte .
zäh	Verteidigung	constitution	event	collocation	Infanterieregiment angegriffen , das jedoch angesichts der zähen Verteidigung der 750 mit Maschinengewehren , Mörsern und Artillerie ausgerüsteten Soldaten keinen Durchbruch in das höhlenartig ausgebaute Innere des Stützpunktes schaffte .
rund	Vertiefung	shape	shape	free	Ein auf der Erhebung gefundener Felsen wurde im 19. Jahrhundert als Opferstein interpretiert , auf dem eine Rinne und mehrere runde Vertiefungen eingemeißelt seien .
blind	Vertrauen	description	feeling	collocation	Von blindem Vertrauen der Kundin in den ehrlichen Charakter der Verkäuferin zeugte folgender Satz : ' Ich hatte Ihnen 20 MARK hingelegt , stimmt das Wechselgeld ? '
grob	Vertrauensbruch	intensity	event	collocation	Am 21. April 2011 wurde bekannt , dass der hessische Drittligist dem Mittelfeldspieler aufgrund eines " " groben Vertrauensbruches " " fristlos gekündigt hatte .
wild	Vertreibung	description	event	collocation	Schon kurz nach Kriegsende begann zudem eine wilde Vertreibung von Deutschen aus der neu erstandenen Tschechoslowakei .
tief	Verunsicherung	intensity	feeling	collocation	Die vielen physischen und psychischen Veränderungen in diesem Alter führen zu einer tiefen Verunsicherung .
mild	Verurteilung	intensity	event	collocation	Dem Angeklagten wurden mildernde Umstände zugutegehalten , er kam mit der relativ milden Verurteilung zu sechseinhalb Jahren Haft davon .
scharf	Verurteilung	intensity	event	collocation	Wurmbachs Neuorientierung und die damit einhergehende publizistische Aktivität bewirkten eine scharfe Verurteilung durch die in der Region vorherrschenden politischen und kulturellen Rechtskräfte .
sicher	Verwahrung	security	event	free	Die vorübergehende Einrichtung eines Museums zur sicheren Verwahrung von Kulturgütern aus einem anderen Land gilt als bisher weltweit einmaliges Projekt .
arm	Verwandte	social	person	free	Damals nahm die Kobalt das Angebot , als arme Verwandte in Brüssel zu leben , nicht an , sondern ging eigene Wege .
reich	Verwandte	social	person	free	Wie sollen die in der Türkei leben , die nicht im Rahmen der UNO- Zeltstädte da , selbst Geldreserven haben , einen reichen Verwandten , der Geld zuschickt oder arbeiten können ( was aber längst nicht für alle Syrer möglich ist ) ?
tot	Verwandte	state	person	free	Sie hört läuten und findet die Kirche voll toter Verwandter , auch ihr Platz ist besetzt .
spät	Verwendung	time	event	collocation	Die Benutzer können nun einen Schnappschuss des Whiteboards erstellen und sich selbst per E-Mail zusenden , um es zur späteren Verwendung zur Verfügung zu haben .
grob	Verzerrung	intensity	communication	collocation	Die Schulbücher enthalten zahlreiche Mythen und Falschheiten , Vorurteile und Aberglauben mit groben Verzerrungen und Manipulierungen .
leicht	Verzögerung	intensity	event	collocation	Diese leichte Verzögerung , die jedoch im Laufe der Entwicklung bis zum Einsetzen der Pubertät vollkommen ausgeglichen ist , lässt sich auf verschiedene Besonderheiten im Aufwachsen von Zwillingen zurückführen :
blank	Verzweiflung	intensity	feeling	collocation	Am Anfang herrscht blanke Verzweiflung , dann unternehmen Harry und Christine alles , um der Ursache dafür auf den Grund zu gehen und ihren kleinen Sonnenschein so gut zu fördern wie irgend möglich .
tief	Verzweiflung	intensity	feeling	collocation	Rizvan folgt ihr , er ist hilflos und kann mit Mandiras tiefer Verzweiflung nichts anfangen .
arm	Viertel	social	location	free	Euro und ist damit bis zu zehn Mal so hoch wie in armen Vierteln .
knapp	Viertel	quantity	quantity	collocation	Jedenfalls starb 2012 ziemlich genau die Hälfte der Personen in Europa , ein knappes Viertel in Asien ( 540 bzw.
knapp	Vierteljahrhundert	time	time	collocation	Ein knappes Vierteljahrhundert war Paul Fikentscher als Handelsrichter und Mitglied in verschiedenen städtischen Körperschaften in Zwickau tätig .
knapp	Viertelstunde	time	time	collocation	Vom Amsterdamer Hauptbahnhof aus ist der Nieuwmarkt zu Fuß in einer knappen Viertelstunde zu erreichen .
